title,artist,image,peakPos,lastPos,weeks,rank,isNew,date
Stay,The Kid LAROI & Justin Bieber,,1,1,11,1,False,2021-10-02
Industry Baby,Lil Nas X & Jack Harlow,,2,6,9,2,False,2021-10-02
Way 2 Sexy,Drake Featuring Future & Young Thug,,1,2,3,3,False,2021-10-02
Bad Habits,Ed Sheeran,,2,3,13,4,False,2021-10-02
Fancy Like,Walker Hayes,,5,5,14,5,False,2021-10-02
Good 4 U,Olivia Rodrigo,,1,7,19,6,False,2021-10-02
Kiss Me More,Doja Cat Featuring SZA,,3,8,24,7,False,2021-10-02
Knife Talk,Drake Featuring 21 Savage & Project Pat,,4,4,3,8,False,2021-10-02
Montero (Call Me By Your Name),Lil Nas X,,1,13,26,9,False,2021-10-02
Thats What I Want,Lil Nas X,,10,0,1,10,True,2021-10-02
Levitating,Dua Lipa,,2,9,51,11,False,2021-10-02
Save Your Tears,The Weeknd & Ariana Grande,,1,12,41,12,False,2021-10-02
Girls Want Girls,Drake Featuring Lil Baby,,2,10,3,13,False,2021-10-02
Essence,Wizkid Featuring Justin Bieber & Tems,,13,17,12,14,False,2021-10-02
Fair Trade,Drake Featuring Travis Scott,,3,11,3,15,False,2021-10-02
Heat Waves,Glass Animals,,15,15,36,16,False,2021-10-02
Shivers,Ed Sheeran,,16,16,2,17,False,2021-10-02
Need To Know,Doja Cat,,14,21,15,18,False,2021-10-02
You Right,Doja Cat & The Weeknd,,11,18,13,19,False,2021-10-02
Beggin',Maneskin,,20,30,13,20,False,2021-10-02
Take My Breath,The Weeknd,,6,23,7,21,False,2021-10-02
If I Didn't Love You,Jason Aldean & Carrie Underwood,,15,24,9,22,False,2021-10-02
Deja Vu,Olivia Rodrigo,,3,20,25,23,False,2021-10-02
Butter,BTS,,1,14,18,24,False,2021-10-02
Traitor,Olivia Rodrigo,,9,37,18,25,False,2021-10-02
Leave Before You Love Me,Marshmello X Jonas Brothers,,19,32,18,26,False,2021-10-02
Pepas,Farruko,,26,34,9,27,False,2021-10-02
Happier Than Ever,Billie Eilish,,11,36,8,28,False,2021-10-02
Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,,29,43,12,29,False,2021-10-02
Champagne Poetry,Drake,,4,19,3,30,False,2021-10-02
Hurricane,Kanye West,,6,26,4,31,False,2021-10-02
Chasing After You,Ryan Hurd With Maren Morris,,32,39,21,32,False,2021-10-02
Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),,1,31,29,33,False,2021-10-02
Things A Man Oughta Know,Lainey Wilson,,32,38,19,34,False,2021-10-02
Wockesha,Moneybagg Yo,,33,50,22,35,False,2021-10-02
Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,,1,40,27,36,False,2021-10-02
Wildest Dreams (Taylor's Version),Taylor Swift,,37,0,1,37,True,2021-10-02
Family Ties,Baby Keem & Kendrick Lamar,,18,25,4,38,False,2021-10-02
A-O-K,Tai Verdes,,39,46,12,39,False,2021-10-02
